"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","4.1","","","","1"
"1998","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","4.2","","","","1"
"1999","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","4.0","","","","1"
"2000","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","4.8","","","","1"
"2001","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.3","","","","1"
"2002","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.4","","","","1"
"2003","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","4.8","","","","1"
"2004","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","4.7","","","","1"
"2005","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.4","","","","1"
"2006","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.4","","","","1"
"2007","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.7","","","","1"
"2008","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.4","","","","1"
"2009","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.3","","","","1"
"2010","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.2","","","","1"
"2011","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.6","","","","1"
"2012","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.8","","","","1"
"2013","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.6","","","","1"
"2014","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.5","","","","1"
"2015","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","6.0","","","","1"
"2016","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.8","","","","1"
"2017","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.5","","","","1"
"2018","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","6.2","","","","1"
"2019","Prince Edward Island","2016A000211","Employment","Accommodation and food services [72]","Both sexes","15 years and over","Persons","249","thousands","3","v2364425","3.2.26.1.1","5.8","","","","1"
"1976","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.1","","","","1"
"1977","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.4","","","","1"
"1978","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.7","","","","1"
"1979","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.6","","","","1"
"1980","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.8","","","","1"
"1981","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.9","","","","1"
"1982","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.6","","","","1"
"1983","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.9","","","","1"
"1984","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.8","","","","1"
"1985","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.7","","","","1"
"1986","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.5","","","","1"
"1987","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.6","","","","1"
"1988","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.7","","","","1"
"1989","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.1","","","","1"
"1990","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.4","","","","1"
"1991","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.9","","","","1"
"1992","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.8","","","","1"
"1993","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.3","","","","1"
"1994","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.1","","","","1"
"1995","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.1","","","","1"
"1996","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.3","","","","1"
"1997","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.7","","","","1"
"1998","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.7","","","","1"
"1999","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.4","","","","1"
"2000","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.2","","","","1"
"2001","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.6","","","","1"
"2002","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.2","","","","1"
"2003","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.3","","","","1"
"2004","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.0","","","","1"
"2005","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","3.1","","","","1"
"2006","Prince Edward Island","2016A000211","Employment","Other services (except public administration) [81]","Both sexes","15 years and over","Persons","249","thousands","3","v2364426","3.2.27.1.1","2.9","","","","1"
